id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,salaire.libelle,contact.coordonnees1,origineOffre.origine,origineOffre.urlOrigine,salaire.complement1,salaire.complement2,deplacementCode,contact.nom,salaire_per_year,Contrat,city_name,matched_acad,diploma_needed
179WCZB,Peintre ravaleur (H/F),"Partnaire St Philbert de Grand lieu recherche un profil peintre ravaleur pour une société intervenant en sous-traitance des syndics de copropriété, en rénovation d'immeubles.

Vous aurez en charge le ravalement de façades d'immeubles. Ainsi, vous nettoyez et préparez les supports, vous imperméabilisez les surfaces et enfin vous appliquez la peinture au rouleau. 

Travail sur échafaudages.

Poste à pourvoir dès que possible en intérim, sur du long terme.
Horaires : Base 35h (mais possible de demander plus d'heures) - 8h-12h30 et 13h15-15h45 avec possibilité de demander un aménagement des horaires 
Secteur : Chantier sur Nantes et sa périphérie
Salaire : 12EUR à 13.30EUR/h et panier BTP Vous possédez une formation en peinture et une expérience de 3 années récentes en peinture extérieure.

Mes avantages :

- Une mutuelle santé
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:11:11.815Z,2024-08-23T04:11:12.022Z,F1611,Façadier / Façadière,Peintre ravaleur / ravaleuse,MIS,Intérim - 12 Mois,Contrat travail,E,2,35H,Temps plein,2.0,Ouvrier spécialisé,78.20Z,78.0,Activités des agences de travail temporaire,44 - Pont-Saint-Martin,47.13075,-1.565948,44860,44130,PARTNAIRE SUD NANTES,Horaire de 12.0 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=Xm4d9Ug37yPg7bIDpffbLA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCZB,0,0,0.0,0,24960.0,Intérim,Pont-Saint-Martin,,Santé et Médecine
179WCYZ,Coordinateur en maintenance (H/F),"Le cabinet Partnaire CDI est à la recherche d'un Technicien de maintenance H/F en CDI pour l'un de ses clients, spécialisé dans l'entreposage de textiles. Le poste est à pourvoir rapidement sur Poupry.

Rattaché(e) directement au Responsable du site, vous êtes le garant de l'ensemble des actions de maintenance. 

A ce titre, vos missions sont très diversifiées :
- Définition et mise en place du Plan de maintenance au niveau préventif et curatif (machines de production, informatique industrielle, matériel de manutention, bâtiments,...)
- Gestion de l'ensemble des sous-traitants (gestion des contrats, programmation des interventions, suivi des chantiers)
- Pilotage de la maintenance curative (contrôles réguliers, diagnostics de pannes, interventions et/ou supervision de des interventions)
- Gestion des stocks de pièces et de fournitures (achats, suivi, recherche de fournisseurs,...)
- Suivi des certifications et des habilitations
- Propositions d'amélioration continue
- Formation des équipes sur le matériel de production et de manutention

Exceptionnellement et sur la base du volontariat, vous pouvez être amené à mener des interventions en dehors de vos heures de travail (compensation financière prévue)

Horaires de travail en journée - statut Agent de maitrise

Salaire fixe entre 27KEUR et 33 KEUR bruts annuels + Intéressement + Prime de participation + Prime sur objectifs 
 semestrielle + Prime transport + 10 RTT par an Nous sommes à la recherche d'une personne possédant un Bac+2 en électrotechnique au minimum avec une première expérience réussie sur le même type de poste (apprentissage compris). 
Il est nécessaire que vous possédiez des compétences en :
- Mécanique
- Pneumatique
- Electromécanique
- Electronique (variation)
- Electricité du bâtiment
- Plomberie

Vous pouvez également être amené à développer vos compétences sur l'automatisme.

La maitrise des outils GMAO et d'un WMS est indispensable.

Au delà de vos compétences, nous recherchons surtout une personne autonome, aimant travailler en équipe. il est également important que vous soyez force de proposition avec une capacité d'adaptation. 

Vous vous reconnaissez dans ce descriptif et vous souhaitez vous lancer dans un nouveau challenge professionnel ? 

N'hésitez plus et envoyez-nous votre CV pour que nous puissions échanger ensemble !

Salaire fixe entre 27 et 33 K euros brut annuel
+ Intéressement 
+ Prime de participation
+ Prime sur objectifs semestrielle
+ Prime transport
+ 10 RTT par an",2024-08-23T04:11:09.254Z,2024-08-23T04:11:09.503Z,I1304,Technicien / Technicienne de maintenance industrielle,Technicien / Technicienne de maintenance industrielle,CDI,CDI,Contrat travail,E,2,35H,Temps plein,8.0,Agent de maîtrise,78.20Z,78.0,Activités des agences de travail temporaire,28 - Poupry,48.097049,1.838107,28140,28303,PARTNAIRE,Annuel de 25000.0 Euros à 35000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=MSL1a5WRbCvnAk1PkFqzqw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYZ,0,0,0.0,0,25000.0,CDI,Poupry,,Ingénierie et Technologie
179WCYY,Manutentionnaire (H/F),"Votre agence Partnaire de Villefranche recherche pour son client, Spécialisé dans le secteur d'activité de la récupération de déchets des entreprises, et les collectivités locales, un trieur au sol (H/F) sur Fareins (01)

En relation avec le responsable du site, vos missions sont:
- Trier les déchets au sol ( carton, palettes, déchets verts...)
- Répartir les déchets dans les bonnes cellules de triage
- Aider les conducteur d'engins à la bonne circulation
- Surveiller et approvisionner la machine de compactage

DIVERS: 
Le poste est basé sur Fareins (01)
Les horaires sont de journée 7H-12H / 13H-16H sur un contrat de 39H/semaine
Prise de poste au plus tôt, pour un contrat de 3 mois renouvelable en intérim
Le salaire est de 11,65EUR BRUT / heure + ticket restaurant ( valeur faciale 10 euros) Travailler en extérieur toute l'année ne vous fait pas peur?

C'est un plus si possédez le CACES C1 ( chargeuse) ,
Vous êtes réputé pour être un partenaire de confiance?




Alors n'hésitez plus, vous n'êtes plus qu'à un clic de votre futur job !

Le salaire est de 11,65EUR BRUT / heure + ticket restaurant ( valeur faciale 10 euros)

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:11:08.773Z,2024-08-23T04:11:08.975Z,N1105,Manutentionnaire,Manutentionnaire,MIS,Intérim - 3 Mois,Contrat travail,D,0,39H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,01 - Fareins,46.024444,4.766589,1480,1157,PARTNAIRE,Horaire de 11.65 Euros à 12.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=Mv+3qo4OI2giKGqInjMeuA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYY,0,0,0.0,0,24232.0,Intérim,Fareins,,Santé et Médecine
179WCYX,Chauffeur Opérateur pl Assainissement (H/F),"Votre agence Partnaire Bourges recrute pour l'un de ses clients un Chauffeur Opérateur PL Assainissement (H/F). Vous intégrerez une entreprise familiale située à Bourges.

Pour ce poste, vous devrez réaliser diverses missions :

Dans un premier temps, vous conduirez le véhicule poids lourd jusqu'au lieu d'intervention, puis s'assurer de la maintenance niveau 1 du véhicule. 

Par la suite, vous devrez assister votre co-équipier durant la prestation et mettre en place et replier diverses installations sur le chantier selon ses indications (guidage véhicule, balisage, installation du matériel de chantier...). 

La manutention du matériel (tuyaux de pompage, matériel haute pression, matériel de balisage...) sera également l'une de vos missions. 

Vous devrez respecter les règles de sécurité et de courtoisie. 

Le poste est à pourvoir dès que possible en mission intérim (2 semaines minimum renouvelable) à temps complet (35 heures).  

Horaires en journée : 08h00 - 17h00

Rémunération : Taux horaire : 12.23 EUR, panier repas 12.08 EUR Afin de pouvoir utiliser les véhicules de l'entreprise, vous êtes titulaire du permis PL. 

Vous êtes doté d'un sens du professionnalisme et de savoir-être. 


La lecture de ce bon de livraison vous donne envie de poursuivre l'aventure ? 

N'attendez plus, livrez-nous votre CV !

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:11:06.332Z,2024-08-23T04:11:06.543Z,N4101,Conducteur / Conductrice de poids lourd,Chauffeur / Chauffeuse de poids lourd,MIS,Intérim - 1 Mois,Contrat travail,E,1,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,18 - Bourges,47.082492,2.397634,18000,18033,PARTNAIRE,Annuel de 21204.0 Euros à 25000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=QYA7OPkNuSUj61dUyDjt3g==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYX,0,0,0.0,0,21204.0,Intérim,Bourges,,Ingénierie et Technologie
179WCYW,Conducteur car (H/F),"Notre client est un acteur majeur du transport en Alsace. Il est présent sur l'intégralité des offres routières de transports publics mais également pour mettre en oeuvre des prestations privées de transports, de voyages, et de tourisme.

L'agence PARTNAIRE HAGUENAU recherche pour son client un conducteur de car H/F sur le secteur d'Illkirch.

Les missions (liste non exhaustive) : 

- Préparation du véhicule (niveaux, nettoyage, ...)
- Accueil des passagers à bord
- Aide à la validation et vérification des titres de transport
- Réalisation des formalités de prises et fins de service

Poste à pourvoir en temps partiel, tournées pendant les périodes scolaires 
Horaires de journée du lundi au vendredi
Rémunération : 12,79EUR/brut Vous êtes titulaire du permis D, carte conducteur, FIMO/FCO en cours de validité
Vous aimez le contact avec la clientèle et avez à coeur d'assurer une mission de servie public
Vous êtes ponctuel et êtes doté d'un bon relationnel
 Rigoureux, vous faites également preuve d'anticipation

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:11:04.632Z,2024-08-23T04:11:04.887Z,N4103,Conducteur / Conductrice de bus,Conducteur / Conductrice de car,CDI,CDI,Contrat travail,E,2,temps partiel,Temps partiel,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,67 - Illkirch-Graffenstaden,48.524658,7.722443,67400,67218,PARTNAIRE 67,Horaire de 13.0 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=9Q6lMqUtoZde9w4tj7C0rQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYW,0,0,0.0,0,27040.0,CDI,Illkirch-Graffenstaden,,Santé et Médecine
179WCYV,Responsable comptable (H/F),"Partnaire Cholet recrute pour son client de la région Choletaise, un Responsable Comptable H/F en CDI 

A quoi ressemble votre entreprise ? Une entreprise familiale qui met l'humain au coeur de son développement.

Vos missions : Au sein du Service Comptabilité Gestion, vous assurez le suivi de la comptabilité d'une société du groupe. Dans ce cadre, vos missions principales sont les suivantes : 
- Elaboration des situations mensuelles
- Elaboration du budget, analyse des écarts budgétaires
- Etablissement des comptes annuels
- Présentation des analyses à la Direction
- Fiscalité foncière
- Elaboration des états financiers et liasses fiscales
- Procédures d'audit interne Votre profil : De formation BAC+3 en Comptabilité Gestion, vous bénéficiez d'une expérience de 5 ans minimum sur un poste similaire.
Rigoureux, méthodique, vous faites preuve de discrétion et de confidentialité des informations transmises. 
Poste basé à La Pommeraye (49)

",2024-08-23T04:10:58.863Z,2024-08-23T04:10:59.115Z,M1203,Comptable,Comptable unique,CDI,CDI,Contrat travail,E,5,37H,Temps plein,8.0,Agent de maîtrise,78.20Z,78.0,Activités des agences de travail temporaire,49 - Mauges-sur-Loire,47.346899,-0.934451,49110,49244,GROUPE PARTNAIRE,Annuel de 30000.0 Euros à 35000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=bXzy8X6kG+gRRbYpWQ8VsA==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYV,0,0,0.0,0,30000.0,CDI,Mauges-sur-Loire,,Gestion et Management
179WCYS,Maçon Finisseur (H/F),"Votre agence Partnaire Orange, avec son équipe dynamique et souriante, a le poste qu'il vous faut ! Nous sommes à votre écoute au quotidien et nous vous assurons des propositions de postes ciblés. Rejoignez-nous et comme nous, soyez fier d'être Partnaire !

Nous recherchons pour notre client spécialisé dans le gros oeuvre, travaux tous corps d'états, agencement, couverture, étanchéité, charpente bois, électricité, CVC, montage et promotion immobilière, traitement et valorisation des déchets basé sur Orange, un Maçon Finisseur (H/F).

Sous la responsabilité du responsable, vous réceptionnez la marchandise, vous réalisez 
les seuils et appuis, le pose de coffrages bois, vous coulez et lissez le béton, appliquez les produits de traitement (enduit..), la réalisation de carottages, les différentes reprises (gratter le béton, poncer et piquer) ainsi que divers travaux de maçonnerie. 

Contrat d'intérim pour une durée de 3 mois.

Vous travaillez la semaine du lundi au vendredi et vous serez amené à vous déplacer sur différents chantiers. Vous bénéficiez d'un taux horaire entre 12 EUR et 14 EUR. Vous avez une première expérience réussie dans la finition, vous êtes autonome, rigoureux et respectez les règles de sécurité en vigueur sur les chantiers.

Grâce à votre agence Partnaire, vous bénéficiez d'un club entreprise, d'un compte épargne temps rémunéré à 5%, de plusieurs avantages sociaux avec le FASTT (location de voiture, logement, garde d'enfants) et d'une équipe à votre écoute du lundi au vendredi de 08h00 à 12h00 et de 14h00 à 18h00.

Ce poste vous correspond et vous plait ? Postulez dès maintenant et venez raconter votre parcours afin de commencer une belle aventure professionnelle avec votre agence Partnaire Orange.

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:10:55.527Z,2024-08-23T04:10:55.726Z,F1703,Maçon / Maçonne,Maçon-finisseur / Maçonne-finisseuse,MIS,Intérim - 3 Mois,Contrat travail,E,1,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,84 - Orange,44.132797,4.820804,84100,84087,PARTENAIRE ORANGE,Annuel de 21204.0 Euros à 25000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=/IzOQRGAqs8AYSt85Wp1/Q==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYS,0,0,0.0,0,21204.0,Intérim,Orange,,Santé et Médecine
179WCYR,Gestionnaire de paie et ADP (H/F),"PARTNAIRE, recherche pour l'un des clients, un Gestionnaire paie et ADP (H/F) en CDI à La Boissière-de-Montaigu (85).

Notre client, une entreprise spécialisée dans le domaine de la charpente, se distingue par son expertise dans la construction du gros oeuvre bois et de l'enveloppe extérieure. 
Implantée dans la région des Pays de la Loire depuis 50 ans, notre client rayonne dans tout le Grand Ouest, propageant son savoir-faire à travers la France. 
Avec une équipe de 100 collaborateurs, cette entreprise en pleine croissance incarne l'union entre tradition et modernité.

Toujours à la pointe de l'innovation, elle mise sur la maîtrise du matériau bois et l'audace dans la créativité pour relever les défis architecturaux les plus ambitieux.
Investissant continuellement dans la formation de ses équipes, notre client favorise un environnement de travail ouvert, transparent et empreint de confiance. Attaché aux valeurs humaines et à la préservation de l'environnement, il s'engage dans une démarche éco-responsable, valorisant chaque matériau bois et recyclant les chutes. 

Vos missions :

? Administration du personnel :
&gt; Gérer les formalités d'embauche et de départ (rédaction contrats, avenants, courriers disciplinaires, procédures fin de contrat).
&gt; Assurer le suivi des visites médicales, affiliations aux organismes sociaux.
&gt; Tenir à jour l'outil SIRH et effectuer les DAT.
&gt; Suivre les obligations réglementaires (Index F/H, BDES, Affichage obligatoire, DUER).
&gt; Elaborer les accords d'entreprise et les documents de communication RH.
&gt; Assurer l'administratif et l'organisation de la formation liée à la sécurité.
&gt; Être l'interlocuteur des organismes sociaux et assurer le reporting.

? Paie :
&gt; Collecter, analyser, et traiter les variables de paie.
&gt; Saisir et éditer les bulletins de paie (environ 150), contrôler et envoyer les DSN pour 6 établissements.
&gt; Gérer l'épargne salariale et le dispositif des Titres Restaurant.
&gt; Assurer la veille juridique Vous êtes titulaire d'une formation supérieure en Ressources Humaines et justifiez d'au moins 3 ans d'expérience sur un poste similaire.

Idéalement, vous maîtrisez la convention collective du bâtiment ainsi que le logiciel Silaé. 

Compétences requises :
&gt; Rigueur
&gt; Flexibilité
&gt; Organisation
&gt; Sens du relationnel et de l'écoute
&gt; Confidentialité

INFOS + 
&gt; N+1 : Responsable RH
&gt; Service : Ressources Humaines
&gt; Horaires : Journée, du Lundi au Vendredi
&gt; Avantages : Plan de carrière à votre arrivée ; Perspectives d'évolutions ; Intéressement ; Participation ; Prime vacances ; Prime PEPA ;  Titres restaurant ; Chèques cadeaux ; Possibilité covoiturage

Rejoignez notre client, et engagez vous dans une aventure où compétence et éthique se conjuguent au quotidien pour construire un avenir durable et prometteur !",2024-08-23T04:10:54.997Z,2024-08-23T04:10:55.226Z,M1501,Assistant / Assistante ressources humaines,Gestionnaire paie et administration du personnel,CDI,CDI,Contrat travail,E,5,35H,Temps plein,8.0,Agent de maîtrise,78.30Z,78.0,Autre mise à disposition de ressources humaines,85 - Boissière-de-Montaigu,46.947808,-1.191324,85600,85025,PARTNAIRE,Annuel de 21204.0 Euros à 40000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=MnmciU1WDNqyz1VRMzF88Q==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYR,0,0,0.0,0,21204.0,CDI,Boissière-de-Montaigu,,Gestion et Management
179WCYQ,Ouvrier agro alimentaire (H/F),"Partnaire GIVORS recherche pour son client spécialisé dans l'agro-alimentaire un ouvrier agro alimentaire polyvalent (h/f) sur le secteur de Reventin-Vaugris.

Nous recherchons un ouvrier polyvalent en atelier de production agro-alimentaire. 
Les missions seront les suivantes :
- Déchargement et stockage en chambre froide de la matière première (gras de canard, gras de porc)
- Chargement des machines de découpes - Suivi de la production (cuisson, salage...) 
- Nettoyage et lavage du poste de travail

Horaires : 5h00 - 12h00 avec modulation suivant activité Expérience souhaitée : une expérience en milieu agro-alimentaire serait un plus.
- connaissance parfaite et respect des règles d'hygiène et de sécurité alimentaires.
- utilisation de petits matériels de découpe.
- maîtrise des procédés de fabrication alimentaire.

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:10:54.328Z,2024-08-23T04:10:54.549Z,H2102,Conducteur / Conductrice de ligne en industrie alimentaire,Agent / Agente de fabrication de production alimentaire,MIS,Intérim - 4 Mois,Contrat travail,D,0,35H,Temps plein,3.0,"Ouvrier qualifié (P1,P2)",78.20Z,78.0,Activités des agences de travail temporaire,38 - Reventin-Vaugris,45.483925,4.841998,38121,38336,PARTNAIRE,Horaire de 11.65 Euros à 12.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=UG1AZduAPR/gLweMfSDmcw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYQ,0,0,0.0,0,24232.0,Intérim,Reventin-Vaugris,,Santé et Médecine
179WCYM,Conducteur de ligne agro alimentaire (H/F),"Partnaire, réseau de 200 agences d'emploi, propose des centaines d'opportunités d'emploi dans tous les secteurs d'activité, en intérim, CDD et CDI !
L'agence de Locminé recherche pour son client spécialisée dans l'abattage, la découpe de volaille et de produits élaborés , leader français et européen de la volaille un Conducteur de lignes H/F en CDI.

Postes basés à St jean brevelay (56)
Contrat 35h semaine en CDI.

Au sein de l'atelier conditionnement panés, le Conducteur de ligne qui est rattachée au Chef d'équipe a pour missions: 

- S'assurer que les lignes de production fonctionnent correctement et respectent les instructions, les rendements des matériaux et les normes d'hygiène, de productivité, de qualité, de sécurité et d'environnement.
- Réaliser la mise en route des machines et les réglages nécessaires pour la maintenance de premier niveau
- La préparation des matières premières
- Diverses manutentions

Les postes sont du lundi au vendredi en 2x8 (4h45 - 13h15 ou 13h00 - 21h15). Vous êtes issu d'une formation en maintenance industrielle et/ou du milieu agroalimentaire et vous possédez 2 à 5 ans d'expérience en conduite de ligne ?

Vous aimez le travail en équipe, vous êtes motivé et force de proposition ?

Qu'attendez vous pour postuler ?

- Salaire fixe
- Prime d'habillage
- Pauses payées ou Récupérées
- Majoration Heures de nuit
- 13ème mois
- Prime d'ancienneté (3% à partir de 3 ans, ...)
- Prime d'intéressement & de participation aux bénéfices
- Mutuelle et Prévoyance
- Avantages CSE (chèques cadeaux, chèques vacances, avantages culturels (places de cinéma, ...))
- Cantine d'entreprise avec un tarif préférentiel pour les salariés 
Le petit plus : 20% de réduction sur tous les produits de notre magasin d'usine situé sur place.",2024-08-23T04:10:45.744Z,2024-08-23T04:10:45.942Z,H3301,Conducteur / Conductrice de ligne de conditionnement,Conducteur / Conductrice de ligne de conditionnement,CDI,CDI,Contrat travail,E,2,35H,Temps plein,7.0,Technicien,78.20Z,78.0,Activités des agences de travail temporaire,56 - Saint-Jean-Brévelay,47.837816,-2.722325,56660,56222,PARTNAIRE,Annuel de 22000.0 Euros à 25000.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=Aq4oL3WnsYRnNSJBKOC8HQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYM,0,0,0.0,0,22000.0,CDI,Saint-Jean-Brévelay,,Ingénierie et Technologie
179WCYL,Électricien industriel (H/F),"Nous recrutons pour l'un de nos clients, acteur majeur du tissu économique local et exportant ses produits dans le monde entier, Un(e) Electricien(ne) Industriel(le) H/F en CDI.

Vous êtes rattaché hiérarchiquement au service Maintenance Electrique.

Le rôle de l'équipe est d'organiser les interventions de maintenance électrique curative, préventive et améliorative des installations électriques des différents ateliers dans l'objectif de fiabiliser les moyens et outils de production selon les normes de sécurité, les impératifs de productivité et de qualité en vigueur.

Dans ce cadre, vous êtes chargé des interventions de maintenance électrique préventive. 
A ce titre, vous travaillez sur des nouveaux projets à moyen ou long terme. Vous transcrivez également le travail journalier dans le rapport de poste et/ou GMAO.
De plus, vous intervenez également sur des tâches de maintenance curative des installations électriques du site.

Vous travaillez en horaires de journée ou en équipes 5x8 selon votre souhait. Poste soumis aux astreintes.

La rémunération se compose d'un salaire fixe de 2000EUR à 2400EUR mensuels bruts (selon profil et expérience), d'un 13ème mois, d'une prime de vacances, de primes d'astreintes + primes selon équipes (sauf si travail en horaires de journée).
Mutuelle, CSE, Participation aux bénéfices, Intéressement. Vous êtes nécessairement diplômé d'un Bac Electrotechnique ou équivalent et justifiez d'une expérience minimum d'au moins 2 ans. Débutant accepté avec BTS Electrotechnique ou équivalent minimum.
Vous maîtrisez les logiciels Word et Excel ainsi que des logiciels de programmation (S7, S5, Tia Portal), de schématisation et de variateurs.
De plus, vous possédez de solides connaissances en automatisme, pneumatique + connaissances de base en hydraulique, mécanique, informatique et serrurerie.
Vous possédez obligatoirement les titres d'habilitations électriques BT et/ou HT et idéalement le CACES 4 R489.

Vous êtes obligatoirement en mesure de vous rendre sur votre lieu de travail par vos moyens personnels (site non desservi par les transports en commun).

Dynamique, vous êtes reconnu pour votre réactivité et votre disponibilité.
Parfaitement autonome sur votre poste, vous êtes une personne au tempérament calme et posé.
Persévérant, votre volonté fera la différence et vous permettra de mener à bien les tâches confiées.

Convaincu par cette belle opportunité ? On attend votre candidature au plus vite !

La rémunération se compose d'un salaire fixe de 2000EUR à 2400EUR mensuels bruts (selon profil et expérience), d'un 13ème mois, d'une prime de vacances, de primes d'astreintes + primes selon équipes (sauf si travail en horaires de journée).
Mutuelle, CSE, Participation aux bénéfices, Intéressement.",2024-08-23T04:10:45.578Z,2024-08-23T04:10:45.797Z,I1304,Technicien / Technicienne de maintenance industrielle,Technicien(ne) de maintenance en équipements industriels,CDI,CDI,Contrat travail,E,2,39H,Temps plein,2.0,Ouvrier spécialisé,78.20Z,78.0,Activités des agences de travail temporaire,45 - Sully-sur-Loire,47.759466,2.357068,45600,45315,PARTNAIRE,Mensuel de 2000.0 Euros à 2500.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=88mY+r1bCBHSt6eBGbC1nQ==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYL,0,0,0.0,0,24000.0,CDI,Sully-sur-Loire,,Ingénierie et Technologie
179WCYK,Maçon vrd (H/F),"Votre agence Partnaire Châteauroux recrute pour l'un de ses clients des Maçon VRD (H/F). Votre ambition :  : imaginer et déployer des mobilités sûres et durables au service de chaque territoire pour une meilleure qualité de vie de tous et de chacun.

VOS MISSIONS: 

- Fabriquer et poser des coffrages ; couler du béton. 

- Réaliser des maçonnerie bordures, terrassement. 

- Faire de l'enrobé à chaud ou froid. 

- Appliquer les revêtements de voirie (enrobés, pavés, dalles)

- Réaliser des travaux de terrassement, de fondations. 

Les horaires : 08h00 - 17h00.

Lieux: DIORS Vous avez connaissance des règles et consignes de sécurité sur un chantier

Vous maîtriser les outils type truelle, fil à plomb, bétonnière, 

Vous justifiez d'une expérience similaires d'au moins 1 an.

Mes avantages :

- Une mutuelle santé / une prévoyance
- Un CET, compte épargne temps qui rémunère votre épargne à 5%
- Des indemnités de fin de mission à hauteur de 10%
- Des chèques cadeaux parrainage jusqu'à 100 euros
- Un comité d'entreprise dès le premier mois de mission",2024-08-23T04:10:44.881Z,2024-08-23T04:10:45.087Z,F1702,Ouvrier / Ouvrière en voiries,Maçon / Maçonne Voiries et Réseaux Divers -VRD-,MIS,Intérim - 2 Mois,Contrat travail,E,1,35H,Temps plein,6.0,Employé qualifié,78.20Z,78.0,Activités des agences de travail temporaire,36 - Diors,46.820386,1.80737,36130,36064,PARTNAIRE,Horaire de 11.65 Euros à 13.0 Euros sur 12.0 mois,http://app.mytalentplug.com/description-offre.aspx?ojid=S5u2C2lsmdxSE9q7gzEMvw==,1.0,https://candidat.francetravail.fr/offres/recherche/detail/179WCYK,0,0,0.0,0,24232.0,Intérim,Diors,,Santé et Médecine
